FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
15/11/2020 00:00:00	1,41	1,30	1,12	0,79	0,34	-0,35	-0,92	-1,33	-1,56	-1,76	-1,93	-2,05	-2,17	1,41	0
15/11/2020 00:05:00	1,41	1,40	1,17	0,79	0,26	-0,35	-0,91	-1,27	-1,44	-1,60	-1,72	-1,79	-1,86	1,41	0
15/11/2020 00:10:00	1,44	1,32	1,08	0,67	0,27	-0,38	-0,93	-1,28	-1,44	-1,60	-1,73	-1,82	-1,90	1,43	0
15/11/2020 00:15:00	1,45	1,43	1,23	0,85	0,39	-0,27	-0,87	-1,28	-1,48	-1,67	-1,83	-1,95	-2,06	1,50	0
15/11/2020 00:20:00	1,41	1,36	1,13	0,75	0,28	-0,36	-0,96	-1,35	-1,54	-1,72	-1,86	-1,96	-2,06	1,45	0
15/11/2020 00:25:00	1,43	1,27	1,12	0,87	0,36	-0,29	-0,93	-1,41	-1,66	-1,88	-2,07	-2,20	-2,33	1,38	0
15/11/2020 00:30:00	1,40	1,27	1,03	0,71	0,23	-0,42	-0,99	-1,39	-1,59	-1,78	-1,93	-2,04	-2,15	1,39	0
15/11/2020 00:35:00	1,35	1,25	1,00	0,64	0,15	-0,45	-1,02	-1,39	-1,56	-1,72	-1,85	-1,94	-2,03	1,36	0
15/11/2020 00:40:00	1,31	1,29	1,00	0,60	0,05	-0,55	-1,03	-1,33	-1,47	-1,61	-1,72	-1,77	-1,82	1,48	0
15/11/2020 00:45:00	1,51	1,40	1,20	0,88	0,37	-0,28	-0,86	-1,27	-1,48	-1,67	-1,82	-1,91	-2,01	1,48	0
15/11/2020 00:50:00	1,33	1,32	1,10	0,81	0,36	-0,27	-0,86	-1,26	-1,45	-1,65	-1,82	-1,95	-2,09	1,43	0
15/11/2020 00:55:00	1,47	1,44	1,22	0,79	0,31	-0,35	-0,91	-1,27	-1,45	-1,61	-1,74	-1,81	-1,88	1,43	0
15/11/2020 01:00:00	1,45	1,47	1,25	0,85	0,32	-0,37	-0,94	-1,33	-1,51	-1,69	-1,82	-1,88	-1,95	1,28	0
15/11/2020 01:05:00	1,34	1,27	1,06	0,77	0,32	-0,34	-0,89	-1,27	-1,46	-1,65	-1,80	-1,90	-2,01	1,40	0
15/11/2020 01:10:00	1,47	1,41	1,17	0,76	0,27	-0,35	-0,91	-1,27	-1,43	-1,58	-1,69	-1,76	-1,82	1,44	0
15/11/2020 01:15:00	1,45	1,39	1,21	0,83	0,34	-0,27	-0,86	-1,26	-1,45	-1,63	-1,77	-1,86	-1,95	1,49	0
15/11/2020 01:20:00	1,41	1,34	1,16	0,84	0,39	-0,28	-0,92	-1,38	-1,61	-1,83	-2,01	-2,16	-2,30	1,34	0
15/11/2020 01:25:00	1,38	1,29	1,12	0,88	0,46	-0,28	-0,92	-1,41	-1,68	-1,92	-2,13	-2,31	-2,48	1,39	0
15/11/2020 01:30:00	1,26	1,24	0,99	0,62	0,18	-0,46	-1,06	-1,44	-1,61	-1,78	-1,92	-2,03	-2,15	1,31	0
15/11/2020 01:35:00	1,32	1,22	0,97	0,60	0,13	-0,49	-1,08	-1,47	-1,64	-1,81	-1,95	-2,05	-2,14	1,36	0
15/11/2020 01:40:00	1,33	1,21	0,96	0,55	0,05	-0,59	-1,12	-1,49	-1,67	-1,83	-1,97	-2,04	-2,12	1,39	0
15/11/2020 01:45:00	1,40	1,30	1,04	0,63	0,09	-0,59	-1,17	-1,56	-1,75	-1,93	-2,07	-2,16	-2,25	1,40	0
15/11/2020 01:50:00	1,32	1,21	0,94	0,60	0,02	-0,59	-1,18	-1,58	-1,77	-1,94	-2,08	-2,16	-2,25	1,39	0
15/11/2020 01:55:00	1,40	1,29	0,98	0,57	0,08	-0,55	-1,15	-1,53	-1,69	-1,85	-1,99	-2,08	-2,18	1,40	0
15/11/2020 02:00:00	1,33	1,17	0,95	0,60	0,13	-0,49	-1,05	-1,45	-1,64	-1,83	-1,98	-2,09	-2,20	1,24	0
15/11/2020 02:05:00	1,29	1,13	0,91	0,63	0,24	-0,39	-0,99	-1,40	-1,60	-1,79	-1,95	-2,08	-2,21	1,31	0
15/11/2020 02:10:00	1,28	1,15	0,95	0,70	0,26	-0,38	-1,05	-1,52	-1,75	-1,97	-2,17	-2,32	-2,48	1,31	0
15/11/2020 02:15:00	1,29	1,15	1,00	0,83	0,39	-0,32	-1,02	-1,58	-1,89	-2,18	-2,44	-2,67	-2,90	1,29	0
15/11/2020 02:20:00	1,34	1,18	0,95	0,67	0,24	-0,43	-1,07	-1,52	-1,75	-1,96	-2,15	-2,30	-2,45	1,31	0
15/11/2020 02:25:00	1,31	1,20	0,96	0,62	0,05	-0,60	-1,24	-1,68	-1,89	-2,08	-2,22	-2,32	-2,41	1,29	0
15/11/2020 02:30:00	1,28	1,08	0,78	0,52	-0,01	-0,63	-1,20	-1,60	-1,81	-2,00	-2,17	-2,31	-2,45	1,26	0
15/11/2020 02:35:00	1,32	1,18	0,94	0,62	0,07	-0,57	-1,25	-1,71	-1,94	-2,14	-2,31	-2,43	-2,55	1,35	0
15/11/2020 02:40:00	1,31	1,25	0,94	0,53	-0,01	-0,67	-1,28	-1,69	-1,88	-2,06	-2,22	-2,33	-2,44	1,31	0
15/11/2020 02:45:00	1,32	1,23	0,98	0,59	0,01	-0,68	-1,35	-1,82	-2,04	-2,24	-2,39	-2,50	-2,60	1,36	0
15/11/2020 02:50:00	1,41	1,26	1,01	0,65	0,17	-0,48	-1,13	-1,59	-1,81	-2,01	-2,19	-2,33	-2,47	1,43	0
15/11/2020 02:55:00	1,37	1,08	0,87	0,58	0,19	-0,43	-1,05	-1,51	-1,74	-1,96	-2,16	-2,33	-2,50	1,35	0
15/11/2020 03:00:00	1,36	1,24	1,00	0,62	0,11	-0,55	-1,17	-1,60	-1,81	-2,01	-2,17	-2,29	-2,41	1,39	0
15/11/2020 03:05:00	1,30	1,26	1,00	0,70	0,15	-0,53	-1,26	-1,77	-2,00	-2,22	-2,41	-2,56	-2,71	1,29	0
15/11/2020 03:10:00	1,30	1,14	0,97	0,69	0,18	-0,54	-1,20	-1,70	-1,97	-2,21	-2,42	-2,57	-2,72	1,23	0
15/11/2020 03:15:00	1,29	1,19	0,96	0,62	0,04	-0,69	-1,35	-1,83	-2,10	-2,33	-2,52	-2,66	-2,79	1,28	0
15/11/2020 03:20:00	1,29	1,14	0,86	0,51	-0,03	-0,71	-1,34	-1,78	-2,00	-2,20	-2,36	-2,48	-2,60	1,24	0
15/11/2020 03:25:00	1,27	1,14	0,95	0,66	0,15	-0,57	-1,33	-1,89	-2,19	-2,45	-2,69	-2,88	-3,08	1,26	0
15/11/2020 03:30:00	1,31	1,20	0,91	0,50	-0,07	-0,83	-1,47	-1,92	-2,15	-2,34	-2,50	-2,60	-2,71	1,30	0
15/11/2020 03:35:00	1,15	1,20	1,00	0,56	0,01	-0,72	-1,43	-1,93	-2,17	-2,38	-2,55	-2,67	-2,79	1,21	0
15/11/2020 03:40:00	1,22	1,11	0,80	0,36	-0,19	-0,86	-1,53	-1,96	-2,15	-2,32	-2,46	-2,55	-2,64	1,25	0
15/11/2020 03:45:00	1,29	1,19	0,98	0,65	0,12	-0,61	-1,35	-1,89	-2,17	-2,42	-2,63	-2,80	-2,97	1,19	0
15/11/2020 03:50:00	1,28	1,26	0,99	0,50	-0,08	-0,84	-1,49	-1,92	-2,13	-2,32	-2,46	-2,55	-2,63	1,28	0
15/11/2020 03:55:00	1,26	1,14	0,96	0,59	0,06	-0,61	-1,33	-1,84	-2,09	-2,31	-2,49	-2,62	-2,76	1,19	0
15/11/2020 04:00:00	1,19	1,15	0,85	0,47	-0,11	-0,86	-1,50	-1,94	-2,16	-2,35	-2,51	-2,63	-2,74	1,21	0
15/11/2020 04:05:00	1,21	1,08	0,81	0,47	-0,04	-0,75	-1,42	-1,90	-2,14	-2,36	-2,56	-2,71	-2,87	1,19	0
15/11/2020 04:10:00	1,19	1,04	0,72	0,33	-0,23	-0,93	-1,56	-1,99	-2,20	-2,39	-2,54	-2,65	-2,76	1,27	0
15/11/2020 04:15:00	1,17	1,09	0,81	0,43	-0,14	-0,84	-1,50	-1,94	-2,15	-2,34	-2,49	-2,59	-2,68	1,18	0
15/11/2020 04:20:00	1,26	1,10	0,92	0,64	0,15	-0,56	-1,29	-1,83	-2,11	-2,36	-2,58	-2,75	-2,93	1,23	0
15/11/2020 04:25:00	1,26	1,18	0,94	0,57	0,06	-0,65	-1,36	-1,86	-2,11	-2,34	-2,53	-2,69	-2,84	1,28	0
15/11/2020 04:30:00	1,28	1,09	0,74	0,33	-0,10	-0,76	-1,38	-1,77	-1,93	-2,09	-2,23	-2,33	-2,44	1,19	0
15/11/2020 04:35:00	1,19	1,10	0,82	0,38	-0,14	-0,84	-1,53	-1,99	-2,20	-2,39	-2,56	-2,68	-2,80	1,16	0
15/11/2020 04:40:00	1,16	1,10	0,79	0,29	-0,23	-0,97	-1,63	-2,07	-2,27	-2,45	-2,60	-2,70	-2,81	1,06	0
15/11/2020 04:45:00	1,12	0,99	0,78	0,42	-0,11	-0,82	-1,51	-2,01	-2,26	-2,49	-2,68	-2,82	-2,97	1,11	0
15/11/2020 04:50:00	1,29	1,13	0,87	0,54	0,03	-0,72	-1,38	-1,87	-2,13	-2,35	-2,55	-2,69	-2,84	1,26	0
15/11/2020 04:55:00	1,20	1,19	0,86	0,42	-0,13	-0,86	-1,53	-1,97	-2,17	-2,35	-2,50	-2,61	-2,72	1,28	0
15/11/2020 05:00:00	1,16	1,08	0,81	0,40	-0,08	-0,79	-1,49	-1,97	-2,18	-2,38	-2,55	-2,68	-2,80	1,19	0
15/11/2020 05:05:00	1,16	1,08	0,83	0,46	-0,07	-0,85	-1,58	-2,11	-2,38	-2,61	-2,81	-2,96	-3,12	1,14	0
15/11/2020 05:10:00	1,15	0,99	0,77	0,38	-0,18	-0,93	-1,59	-2,07	-2,32	-2,53	-2,71	-2,82	-2,93	1,15	0
15/11/2020 05:15:00	1,22	1,09	0,86	0,46	-0,04	-0,79	-1,50	-2,00	-2,25	-2,47	-2,66	-2,79	-2,93	1,21	0
15/11/2020 05:20:00	1,14	1,04	0,72	0,31	-0,21	-0,88	-1,53	-1,96	-2,15	-2,34	-2,50	-2,63	-2,76	1,21	0
15/11/2020 05:25:00	1,28	1,17	0,91	0,50	-0,04	-0,82	-1,48	-1,95	-2,20	-2,41	-2,58	-2,70	-2,82	1,27	0
15/11/2020 05:30:00	1,27	1,13	0,78	0,29	-0,22	-0,92	-1,52	-1,91	-2,07	-2,23	-2,35	-2,44	-2,52	1,19	0
15/11/2020 05:35:00	1,16	1,12	0,85	0,46	-0,13	-0,84	-1,52	-1,98	-2,21	-2,40	-2,56	-2,67	-2,78	1,15	0
15/11/2020 05:40:00	1,12	1,00	0,68	0,33	-0,21	-0,90	-1,59	-2,06	-2,27	-2,46	-2,63	-2,76	-2,90	1,19	0
15/11/2020 05:45:00	1,08	0,92	0,66	0,27	-0,26	-0,99	-1,64	-2,10	-2,34	-2,54	-2,71	-2,83	-2,95	1,11	0
15/11/2020 05:50:00	1,13	0,98	0,74	0,32	-0,22	-0,99	-1,74	-2,27	-2,52	-2,74	-2,91	-3,04	-3,16	1,04	0
15/11/2020 05:55:00	1,03	0,96	0,70	0,21	-0,40	-1,15	-1,83	-2,31	-2,55	-2,74	-2,90	-2,99	-3,08	1,10	0
15/11/2020 06:00:00	0,96	0,88	0,55	0,17	-0,45	-1,16	-1,82	-2,28	-2,50	-2,69	-2,85	-2,96	-3,08	0,96	0
15/11/2020 06:05:00	1,03	0,79	0,51	0,14	-0,39	-1,11	-1,78	-2,26	-2,49	-2,69	-2,85	-2,96	-3,08	0,93	0
15/11/2020 06:10:00	0,95	0,85	0,56	0,18	-0,30	-1,05	-1,70	-2,17	-2,41	-2,63	-2,82	-2,99	-3,15	1,05	0
15/11/2020 06:15:00	1,05	0,95	0,71	0,31	-0,22	-1,02	-1,77	-2,32	-2,60	-2,84	-3,04	-3,20	-3,36	1,11	0
15/11/2020 06:20:00	1,13	1,10	0,72	0,25	-0,32	-1,02	-1,68	-2,10	-2,28	-2,45	-2,59	-2,69	-2,80	1,13	0
15/11/2020 06:25:00	1,18	1,02	0,70	0,28	-0,28	-1,03	-1,69	-2,16	-2,40	-2,60	-2,78	-2,92	-3,05	1,05	0
15/11/2020 06:30:00	1,02	0,94	0,62	0,23	-0,27	-1,03	-1,70	-2,17	-2,40	-2,61	-2,80	-2,95	-3,11	1,05	0
15/11/2020 06:35:00	1,05	1,03	0,72	0,29	-0,31	-1,04	-1,72	-2,18	-2,39	-2,58	-2,73	-2,84	-2,95	1,02	0
15/11/2020 06:40:00	1,00	0,89	0,59	0,24	-0,28	-1,02	-1,67	-2,14	-2,38	-2,60	-2,79	-2,95	-3,10	1,03	0
15/11/2020 06:45:00	0,86	0,74	0,47	0,09	-0,49	-1,25	-1,92	-2,40	-2,64	-2,85	-3,02	-3,14	-3,26	1,12	0
15/11/2020 06:50:00	1,10	0,96	0,67	0,27	-0,27	-0,99	-1,69	-2,17	-2,40	-2,60	-2,77	-2,89	-3,01	1,07	0
15/11/2020 06:55:00	1,08	0,95	0,69	0,28	-0,25	-0,91	-1,56	-2,01	-2,21	-2,40	-2,56	-2,66	-2,77	1,13	0
15/11/2020 07:00:00	1,13	1,00	0,78	0,46	-0,03	-0,77	-1,52	-2,07	-2,34	-2,58	-2,79	-2,97	-3,14	0,94	0
15/11/2020 07:05:00	0,99	0,75	0,49	0,14	-0,33	-0,99	-1,66	-2,13	-2,35	-2,55	-2,73	-2,87	-3,01	0,98	0
