FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
12/02/2020 00:00:00	1,47	1,98	2,02	1,64	1,07	0,20	-0,60	-1,16	-1,46	-1,71	-1,89	-2,00	-2,11	1,44	0
12/02/2020 00:05:00	1,47	2,01	2,02	1,68	1,11	0,40	-0,32	-0,79	-1,01	-1,22	-1,37	-1,44	-1,52	1,51	0
12/02/2020 00:10:00	1,46	1,97	2,03	1,65	1,11	0,38	-0,27	-0,70	-0,93	-1,12	-1,25	-1,30	-1,34	1,47	0
12/02/2020 00:15:00	1,47	1,95	2,01	1,68	1,21	0,48	-0,23	-0,69	-0,92	-1,13	-1,27	-1,35	-1,43	1,52	0
12/02/2020 00:20:00	1,49	1,98	2,00	1,65	1,16	0,40	-0,27	-0,72	-0,95	-1,15	-1,30	-1,37	-1,45	1,52	0
12/02/2020 00:25:00	1,52	2,15	2,17	1,73	1,11	0,33	-0,39	-0,86	-1,09	-1,28	-1,41	-1,45	-1,49	1,56	0
12/02/2020 00:30:00	1,58	1,97	2,00	1,66	1,23	0,48	-0,15	-0,58	-0,81	-1,02	-1,17	-1,25	-1,33	1,60	0
12/02/2020 00:35:00	1,59	2,04	2,09	1,79	1,30	0,55	-0,10	-0,54	-0,78	-1,00	-1,15	-1,24	-1,32	1,56	0
12/02/2020 00:40:00	1,58	1,99	1,96	1,67	1,21	0,59	0,07	-0,26	-0,41	-0,57	-0,68	-0,73	-0,77	1,57	0
12/02/2020 00:45:00	1,51	1,90	1,92	1,65	1,15	0,55	0,05	-0,28	-0,46	-0,64	-0,76	-0,80	-0,85	1,56	0
12/02/2020 00:50:00	1,46	1,95	1,92	1,61	1,12	0,52	0,01	-0,31	-0,45	-0,61	-0,71	-0,76	-0,80	1,53	0
12/02/2020 00:55:00	1,49	1,92	1,91	1,67	1,19	0,49	-0,10	-0,49	-0,68	-0,87	-1,00	-1,07	-1,14	1,48	0
