FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
30/11/2020 00:00:00	2,99	2,96	2,81	2,52	2,14	1,69	1,27	1,02	0,90	0,75	0,63	0,56	0,49	2,92	0
30/11/2020 00:05:00	2,97	3,03	2,84	2,48	2,04	1,55	1,13	0,89	0,80	0,66	0,56	0,52	0,48	2,97	0
30/11/2020 00:10:00	2,97	3,07	2,86	2,50	2,07	1,55	1,12	0,88	0,79	0,65	0,56	0,51	0,46	2,96	0
30/11/2020 00:15:00	3,01	3,11	2,95	2,57	2,12	1,61	1,15	0,89	0,78	0,64	0,54	0,51	0,47	3,04	0
30/11/2020 00:20:00	3,10	3,10	2,98	2,70	2,27	1,76	1,30	1,00	0,84	0,66	0,52	0,44	0,36	3,06	0
30/11/2020 00:25:00	3,10	3,14	3,00	2,63	2,25	1,71	1,26	1,00	0,86	0,70	0,58	0,52	0,46	3,06	0
30/11/2020 00:30:00	3,06	3,15	2,99	2,63	2,17	1,70	1,22	0,95	0,83	0,68	0,57	0,52	0,46	3,06	0
30/11/2020 00:35:00	3,04	3,19	3,03	2,58	2,09	1,58	1,15	0,92	0,84	0,72	0,66	0,68	0,69	3,09	0
30/11/2020 00:40:00	3,08	3,25	3,02	2,64	2,11	1,58	1,14	0,90	0,81	0,67	0,59	0,55	0,52	3,10	0
30/11/2020 00:45:00	3,17	3,21	3,05	2,76	2,35	1,82	1,34	1,04	0,90	0,72	0,59	0,50	0,42	3,12	0
30/11/2020 00:50:00	3,12	3,23	3,07	2,71	2,23	1,67	1,21	0,94	0,80	0,63	0,52	0,46	0,40	3,15	0
30/11/2020 00:55:00	3,16	3,21	3,01	2,69	2,24	1,68	1,23	0,96	0,83	0,67	0,56	0,50	0,44	3,13	0
30/11/2020 01:00:00	3,13	3,13	2,96	2,62	2,25	1,75	1,29	1,02	0,89	0,73	0,60	0,52	0,43	3,09	0
30/11/2020 01:05:00	3,08	3,14	2,96	2,62	2,19	1,66	1,23	0,97	0,84	0,68	0,56	0,49	0,42	3,06	0
30/11/2020 01:10:00	3,12	3,16	3,01	2,70	2,24	1,70	1,23	0,94	0,79	0,62	0,50	0,44	0,38	3,07	0
