FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
20/01/2020 00:00:00	0,79	1,30	1,13	0,59	-0,17	-0,96	-1,63	-2,06	-2,26	-2,42	-2,53	-2,55	-2,58	0,78	0
20/01/2020 00:05:00	0,68	1,20	1,07	0,55	-0,11	-0,94	-1,70	-2,18	-2,40	-2,58	-2,71	-2,76	-2,82	0,66	0
20/01/2020 00:10:00	0,63	1,19	1,07	0,53	-0,10	-0,97	-1,69	-2,16	-2,39	-2,58	-2,72	-2,79	-2,87	0,62	0
20/01/2020 00:15:00	0,66	1,17	1,06	0,61	-0,13	-0,93	-1,71	-2,23	-2,48	-2,67	-2,81	-2,87	-2,93	0,63	0
20/01/2020 00:20:00	0,68	1,22	1,16	0,63	-0,05	-0,92	-1,69	-2,21	-2,46	-2,66	-2,79	-2,84	-2,90	0,67	0
20/01/2020 00:25:00	0,64	1,18	1,08	0,62	-0,05	-0,86	-1,63	-2,13	-2,37	-2,57	-2,72	-2,80	-2,87	0,63	0
20/01/2020 00:30:00	0,61	1,16	1,03	0,54	-0,18	-0,94	-1,63	-2,07	-2,26	-2,43	-2,53	-2,56	-2,59	0,67	0
20/01/2020 00:35:00	0,64	1,26	1,16	0,67	0,02	-0,73	-1,50	-1,98	-2,18	-2,36	-2,49	-2,55	-2,62	0,71	0
20/01/2020 00:40:00	0,68	1,22	1,15	0,69	0,04	-0,75	-1,48	-1,97	-2,19	-2,38	-2,52	-2,58	-2,65	0,69	0
20/01/2020 00:45:00	0,60	1,25	1,17	0,67	0,01	-0,73	-1,37	-1,77	-1,96	-2,12	-2,22	-2,25	-2,28	0,68	0
20/01/2020 00:50:00	0,67	1,20	1,00	0,44	-0,21	-0,92	-1,51	-1,84	-1,96	-2,07	-2,13	-2,13	-2,12	0,64	0
20/01/2020 00:55:00	0,64	1,20	1,05	0,62	-0,04	-0,79	-1,42	-1,81	-2,00	-2,16	-2,27	-2,33	-2,38	0,66	0
20/01/2020 01:00:00	0,67	1,19	1,05	0,52	-0,05	-0,80	-1,44	-1,83	-1,99	-2,13	-2,23	-2,26	-2,29	0,64	0
20/01/2020 01:05:00	0,65	1,17	0,98	0,34	-0,29	-0,98	-1,58	-1,91	-2,01	-2,11	-2,16	-2,15	-2,13	0,68	0
20/01/2020 01:10:00	0,68	1,17	1,05	0,49	-0,18	-0,88	-1,54	-1,94	-2,10	-2,23	-2,31	-2,31	-2,30	0,63	0
20/01/2020 01:15:00	0,67	1,20	0,99	0,40	-0,20	-0,90	-1,45	-1,76	-1,87	-1,98	-2,05	-2,06	-2,07	0,63	0
20/01/2020 01:20:00	0,60	1,17	0,91	0,34	-0,29	-0,92	-1,42	-1,66	-1,71	-1,77	-1,80	-1,77	-1,74	0,62	0
20/01/2020 01:25:00	0,63	1,16	0,94	0,47	-0,12	-0,81	-1,39	-1,72	-1,83	-1,95	-2,04	-2,07	-2,10	0,61	0
20/01/2020 01:30:00	0,63	1,11	0,87	0,38	-0,21	-0,75	-1,15	-1,32	-1,34	-1,39	-1,41	-1,36	-1,31	0,62	0
20/01/2020 01:35:00	0,71	1,25	1,00	0,38	-0,23	-0,85	-1,32	-1,52	-1,54	-1,59	-1,59	-1,52	-1,46	0,64	0
20/01/2020 01:40:00	0,69	1,27	1,11	0,50	-0,14	-0,87	-1,51	-1,87	-2,00	-2,11	-2,18	-2,16	-2,15	0,66	0
20/01/2020 01:45:00	0,70	1,24	1,06	0,51	-0,06	-0,74	-1,37	-1,72	-1,84	-1,96	-2,04	-2,06	-2,09	0,65	0
20/01/2020 01:50:00	0,64	1,22	0,99	0,38	-0,21	-0,88	-1,45	-1,73	-1,79	-1,87	-1,90	-1,88	-1,85	0,68	0
20/01/2020 01:55:00	0,69	1,30	1,11	0,52	-0,10	-0,84	-1,48	-1,83	-1,94	-2,05	-2,11	-2,10	-2,09	0,67	0
20/01/2020 02:00:00	0,66	1,25	1,07	0,52	-0,13	-0,91	-1,53	-1,91	-2,06	-2,19	-2,28	-2,29	-2,31	0,68	0
20/01/2020 02:05:00	0,73	1,24	1,10	0,55	-0,19	-0,93	-1,57	-1,96	-2,14	-2,29	-2,37	-2,37	-2,37	0,69	0
20/01/2020 02:10:00	0,74	1,24	1,09	0,68	0,07	-0,72	-1,45	-1,93	-2,14	-2,33	-2,48	-2,58	-2,67	0,69	0
20/01/2020 02:15:00	0,66	1,22	1,06	0,56	-0,07	-0,86	-1,56	-2,00	-2,18	-2,35	-2,46	-2,51	-2,56	0,71	0
20/01/2020 02:20:00	0,66	1,26	1,01	0,46	-0,27	-0,95	-1,58	-1,93	-2,04	-2,15	-2,22	-2,22	-2,22	0,73	0
20/01/2020 02:25:00	0,73	1,21	1,01	0,46	-0,12	-0,76	-1,32	-1,62	-1,70	-1,79	-1,84	-1,83	-1,82	0,74	0
20/01/2020 02:30:00	0,76	1,21	1,04	0,55	-0,07	-0,81	-1,48	-1,91	-2,08	-2,25	-2,36	-2,42	-2,48	0,67	0
