FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
11/11/2020 00:00:00	1,88	1,84	1,55	1,11	0,55	-0,17	-0,79	-1,21	-1,42	-1,62	-1,78	-1,89	-2,01	1,85	0
11/11/2020 00:05:00	1,81	1,73	1,50	1,05	0,48	-0,30	-0,95	-1,40	-1,65	-1,86	-2,02	-2,12	-2,22	1,78	0
11/11/2020 00:10:00	1,83	1,68	1,38	0,99	0,53	-0,16	-0,80	-1,25	-1,46	-1,67	-1,86	-2,01	-2,16	1,87	0
11/11/2020 00:15:00	1,78	1,69	1,41	1,09	0,53	-0,16	-0,88	-1,39	-1,64	-1,87	-2,07	-2,24	-2,40	1,81	0
11/11/2020 00:20:00	1,81	1,67	1,46	1,11	0,60	-0,16	-0,87	-1,39	-1,69	-1,95	-2,17	-2,35	-2,52	1,88	0
11/11/2020 00:25:00	1,78	1,72	1,43	1,02	0,54	-0,12	-0,78	-1,22	-1,42	-1,62	-1,80	-1,95	-2,10	1,83	0
11/11/2020 00:30:00	1,71	1,60	1,33	0,96	0,41	-0,26	-0,96	-1,43	-1,66	-1,87	-2,05	-2,19	-2,32	1,71	0
11/11/2020 00:35:00	1,69	1,61	1,33	0,92	0,38	-0,39	-1,04	-1,50	-1,74	-1,96	-2,13	-2,26	-2,39	1,67	0
11/11/2020 00:40:00	1,71	1,66	1,41	1,05	0,43	-0,27	-0,92	-1,38	-1,62	-1,84	-2,01	-2,13	-2,25	1,73	0
11/11/2020 00:45:00	1,74	1,64	1,36	1,05	0,60	-0,08	-0,80	-1,29	-1,53	-1,76	-1,98	-2,18	-2,37	1,80	0
11/11/2020 00:50:00	1,77	1,77	1,46	0,95	0,39	-0,30	-0,97	-1,40	-1,59	-1,77	-1,92	-2,02	-2,12	1,81	0
11/11/2020 00:55:00	1,71	1,55	1,36	1,16	0,75	-0,01	-0,75	-1,31	-1,63	-1,92	-2,19	-2,44	-2,68	1,76	0
11/11/2020 01:00:00	1,72	1,67	1,40	0,98	0,32	-0,35	-1,05	-1,53	-1,76	-1,97	-2,13	-2,24	-2,35	1,72	0
11/11/2020 01:05:00	1,74	1,71	1,40	0,91	0,40	-0,34	-1,04	-1,50	-1,71	-1,90	-2,07	-2,19	-2,31	1,74	0
11/11/2020 01:10:00	1,72	1,56	1,29	0,90	0,41	-0,25	-0,95	-1,43	-1,65	-1,86	-2,05	-2,19	-2,33	1,75	0
11/11/2020 01:15:00	1,64	1,55	1,24	0,79	0,24	-0,51	-1,18	-1,64	-1,86	-2,07	-2,24	-2,37	-2,50	1,66	0
11/11/2020 01:20:00	1,70	1,59	1,33	0,99	0,45	-0,35	-1,06	-1,58	-1,86	-2,11	-2,33	-2,50	-2,67	1,68	0
11/11/2020 01:25:00	1,71	1,54	1,25	0,81	0,20	-0,53	-1,20	-1,67	-1,90	-2,11	-2,27	-2,37	-2,48	1,68	0
11/11/2020 01:30:00	1,67	1,44	1,13	0,72	0,13	-0,55	-1,12	-1,53	-1,75	-1,94	-2,09	-2,19	-2,29	1,63	0
11/11/2020 01:35:00	1,57	1,44	1,16	0,68	0,09	-0,61	-1,24	-1,67	-1,88	-2,07	-2,21	-2,30	-2,38	1,58	0
11/11/2020 01:40:00	1,59	1,47	1,17	0,74	0,17	-0,59	-1,27	-1,75	-1,99	-2,21	-2,39	-2,51	-2,64	1,53	0
11/11/2020 01:45:00	1,53	1,46	1,20	0,79	0,13	-0,57	-1,28	-1,77	-2,01	-2,22	-2,38	-2,48	-2,58	1,56	0
11/11/2020 01:50:00	1,56	1,37	1,07	0,69	0,16	-0,53	-1,21	-1,69	-1,91	-2,12	-2,30	-2,43	-2,57	1,57	0
11/11/2020 01:55:00	1,51	1,36	1,11	0,68	0,16	-0,56	-1,28	-1,77	-2,00	-2,21	-2,38	-2,50	-2,62	1,54	0
11/11/2020 02:00:00	1,50	1,36	1,08	0,73	0,17	-0,56	-1,23	-1,71	-1,96	-2,18	-2,36	-2,51	-2,65	1,48	0
11/11/2020 02:05:00	1,48	1,38	1,06	0,66	0,12	-0,60	-1,23	-1,66	-1,87	-2,07	-2,24	-2,36	-2,48	1,51	0
11/11/2020 02:10:00	1,46	1,33	1,06	0,64	0,12	-0,58	-1,25	-1,72	-1,95	-2,16	-2,34	-2,48	-2,61	1,49	0
11/11/2020 02:15:00	1,54	1,40	1,15	0,72	0,25	-0,51	-1,20	-1,68	-1,93	-2,15	-2,33	-2,47	-2,61	1,49	0
11/11/2020 02:20:00	1,49	1,47	1,20	0,78	0,11	-0,66	-1,33	-1,82	-2,08	-2,31	-2,49	-2,61	-2,73	1,47	0
11/11/2020 02:25:00	1,47	1,32	0,98	0,61	0,12	-0,55	-1,16	-1,57	-1,76	-1,95	-2,12	-2,25	-2,38	1,49	0
11/11/2020 02:30:00	1,45	1,33	1,04	0,67	0,20	-0,58	-1,21	-1,67	-1,91	-2,13	-2,33	-2,49	-2,66	1,44	0
