FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
14/11/2020 00:00:00	2,47	2,36	2,19	1,93	1,55	1,00	0,52	0,20	0,04	-0,15	-0,29	-0,39	-0,49	2,55	0
14/11/2020 00:05:00	2,54	2,40	2,18	1,89	1,42	0,91	0,49	0,22	0,08	-0,07	-0,19	-0,25	-0,31	2,50	0
14/11/2020 00:10:00	2,54	2,46	2,21	1,83	1,40	0,89	0,51	0,29	0,20	0,07	-0,02	-0,07	-0,11	2,55	0
14/11/2020 00:15:00	2,56	2,50	2,24	1,89	1,45	0,91	0,44	0,16	0,05	-0,10	-0,21	-0,27	-0,34	2,50	0
14/11/2020 00:20:00	2,44	2,45	2,21	1,79	1,30	0,71	0,27	0,01	-0,11	-0,25	-0,34	-0,37	-0,40	2,44	0
14/11/2020 00:25:00	2,52	2,37	2,18	1,83	1,45	0,89	0,46	0,19	0,05	-0,10	-0,22	-0,28	-0,34	2,49	0
14/11/2020 00:30:00	2,47	2,42	2,25	1,90	1,50	0,90	0,44	0,14	-0,01	-0,19	-0,31	-0,39	-0,46	2,51	0
14/11/2020 00:35:00	2,58	2,53	2,34	1,98	1,55	1,02	0,56	0,27	0,13	-0,03	-0,14	-0,21	-0,28	2,58	0
14/11/2020 00:40:00	2,52	2,52	2,33	1,96	1,47	0,91	0,39	0,08	-0,07	-0,22	-0,33	-0,38	-0,43	2,51	0
14/11/2020 00:45:00	2,53	2,49	2,26	1,89	1,41	0,85	0,33	0,01	-0,14	-0,30	-0,43	-0,51	-0,59	2,54	0
14/11/2020 00:50:00	2,45	2,34	2,04	1,66	1,24	0,70	0,26	0,00	-0,10	-0,24	-0,34	-0,40	-0,46	2,47	0
14/11/2020 00:55:00	2,25	2,07	1,79	1,44	1,08	0,58	0,16	-0,08	-0,18	-0,30	-0,41	-0,47	-0,54	2,27	0
14/11/2020 01:00:00	2,11	1,92	1,63	1,27	0,89	0,43	0,08	-0,10	-0,16	-0,26	-0,33	-0,36	-0,39	2,10	0
14/11/2020 01:05:00	1,92	1,81	1,55	1,24	0,90	0,47	0,15	-0,04	-0,11	-0,24	-0,34	-0,42	-0,49	1,92	0
14/11/2020 01:10:00	1,85	1,62	1,35	1,11	0,86	0,48	0,22	0,09	0,05	-0,05	-0,13	-0,20	-0,26	1,79	0
14/11/2020 01:15:00	1,73	1,56	1,28	1,04	0,71	0,32	-0,01	-0,19	-0,24	-0,35	-0,44	-0,50	-0,56	1,72	0
14/11/2020 01:20:00	1,64	1,50	1,25	0,93	0,55	0,17	-0,16	-0,32	-0,37	-0,46	-0,53	-0,55	-0,58	1,55	0
14/11/2020 01:25:00	1,54	1,28	0,98	0,68	0,43	0,02	-0,24	-0,36	-0,38	-0,46	-0,52	-0,55	-0,58	1,52	0
14/11/2020 01:30:00	1,51	1,16	0,89	0,70	0,39	0,07	-0,19	-0,33	-0,37	-0,47	-0,54	-0,59	-0,64	1,44	0
14/11/2020 01:35:00	1,45	1,18	0,85	0,55	0,31	-0,02	-0,25	-0,33	-0,32	-0,38	-0,43	-0,46	-0,49	1,46	0
14/11/2020 01:40:00	1,45	1,10	0,80	0,60	0,36	0,05	-0,20	-0,32	-0,34	-0,42	-0,50	-0,55	-0,60	1,43	0
14/11/2020 01:45:00	1,36	1,12	0,77	0,52	0,31	-0,01	-0,25	-0,33	-0,31	-0,37	-0,43	-0,47	-0,52	1,38	0
14/11/2020 01:50:00	1,37	1,03	0,77	0,56	0,27	-0,02	-0,24	-0,35	-0,36	-0,44	-0,49	-0,51	-0,53	1,30	0
14/11/2020 01:55:00	1,24	0,91	0,68	0,45	0,32	0,05	-0,21	-0,32	-0,32	-0,39	-0,45	-0,50	-0,55	1,26	0
14/11/2020 02:00:00	1,21	0,86	0,63	0,59	0,31	0,08	-0,13	-0,26	-0,31	-0,41	-0,52	-0,60	-0,69	1,15	0
14/11/2020 02:05:00	1,18	0,84	0,61	0,45	0,16	-0,13	-0,37	-0,49	-0,52	-0,61	-0,67	-0,71	-0,74	1,18	0
14/11/2020 02:10:00	1,08	0,75	0,51	0,35	0,11	-0,14	-0,35	-0,45	-0,46	-0,53	-0,60	-0,63	-0,67	1,02	0
14/11/2020 02:15:00	0,99	0,63	0,35	0,14	-0,08	-0,30	-0,50	-0,56	-0,54	-0,58	-0,62	-0,63	-0,65	0,96	0
14/11/2020 02:20:00	0,95	0,61	0,42	0,32	0,24	0,08	-0,09	-0,16	-0,16	-0,23	-0,32	-0,40	-0,49	0,98	0
14/11/2020 02:25:00	0,95	0,65	0,38	0,13	-0,11	-0,36	-0,56	-0,63	-0,61	-0,65	-0,68	-0,69	-0,70	0,95	0
14/11/2020 02:30:00	0,94	0,61	0,31	-0,01	-0,34	-0,61	-0,82	-0,88	-0,85	-0,88	-0,88	-0,85	-0,81	1,01	0
14/11/2020 02:35:00	0,84	0,52	0,26	0,02	-0,18	-0,47	-0,64	-0,71	-0,71	-0,78	-0,83	-0,87	-0,90	0,88	0
14/11/2020 02:40:00	0,86	0,61	0,27	-0,09	-0,49	-0,79	-0,97	-1,01	-0,97	-0,97	-0,96	-0,89	-0,82	0,93	0
14/11/2020 02:45:00	0,88	0,55	0,31	0,08	-0,17	-0,54	-0,83	-0,99	-1,05	-1,14	-1,21	-1,26	-1,31	0,86	0
14/11/2020 02:50:00	0,86	0,50	0,24	0,07	-0,11	-0,44	-0,68	-0,82	-0,86	-0,95	-1,04	-1,12	-1,20	0,82	0
14/11/2020 02:55:00	0,76	0,44	0,22	0,05	-0,15	-0,46	-0,66	-0,78	-0,82	-0,92	-1,01	-1,08	-1,15	0,73	0
14/11/2020 03:00:00	0,80	0,45	0,16	-0,04	-0,27	-0,54	-0,73	-0,81	-0,81	-0,87	-0,93	-0,97	-1,01	0,80	0
14/11/2020 03:05:00	0,85	0,52	0,29	0,10	-0,08	-0,37	-0,56	-0,64	-0,65	-0,72	-0,77	-0,80	-0,83	0,84	0
14/11/2020 03:10:00	0,84	0,49	0,21	-0,01	-0,23	-0,50	-0,67	-0,73	-0,72	-0,78	-0,82	-0,84	-0,86	0,80	0
14/11/2020 03:15:00	0,81	0,56	0,26	-0,06	-0,29	-0,57	-0,76	-0,81	-0,78	-0,82	-0,86	-0,88	-0,89	0,77	0
