FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
19/11/2020 00:00:00	-2,36	-2,56	-2,85	-3,23	-3,62	-4,00	-4,27	-4,38	-4,36	-4,33	-4,29	-4,20	-4,11	-2,33	0
19/11/2020 00:05:00	-2,33	-2,51	-2,85	-3,28	-3,65	-4,02	-4,21	-4,24	-4,17	-4,10	-4,03	-3,91	-3,78	-2,37	0
19/11/2020 00:10:00	-2,33	-2,51	-2,70	-3,01	-3,37	-3,80	-4,11	-4,29	-4,32	-4,34	-4,35	-4,30	-4,25	-2,38	0
19/11/2020 00:15:00	-2,27	-2,47	-2,80	-3,16	-3,49	-3,87	-4,17	-4,29	-4,26	-4,25	-4,24	-4,19	-4,14	-2,28	0
19/11/2020 00:20:00	-2,21	-2,49	-2,72	-3,11	-3,49	-3,88	-4,22	-4,41	-4,43	-4,45	-4,45	-4,40	-4,35	-2,31	0
19/11/2020 00:25:00	-2,27	-2,49	-2,73	-3,05	-3,40	-3,83	-4,20	-4,41	-4,43	-4,45	-4,46	-4,42	-4,38	-2,21	0
19/11/2020 00:30:00	-2,14	-2,41	-2,73	-3,09	-3,45	-3,83	-4,12	-4,25	-4,22	-4,21	-4,18	-4,12	-4,05	-2,15	0
19/11/2020 00:35:00	-2,24	-2,44	-2,79	-3,26	-3,65	-4,00	-4,25	-4,31	-4,23	-4,18	-4,11	-4,00	-3,89	-2,25	0
19/11/2020 00:40:00	-2,28	-2,48	-2,84	-3,33	-3,71	-4,09	-4,31	-4,36	-4,29	-4,24	-4,18	-4,07	-3,95	-2,25	0
19/11/2020 00:45:00	-2,14	-2,38	-2,67	-3,11	-3,53	-3,93	-4,16	-4,26	-4,24	-4,22	-4,19	-4,08	-3,98	-2,12	0
19/11/2020 00:50:00	-2,14	-2,35	-2,63	-2,97	-3,39	-3,78	-4,05	-4,18	-4,20	-4,21	-4,20	-4,15	-4,09	-2,12	0
19/11/2020 00:55:00	-2,11	-2,34	-2,64	-3,07	-3,52	-3,95	-4,28	-4,43	-4,44	-4,43	-4,40	-4,31	-4,21	-2,11	0
19/11/2020 01:00:00	-2,10	-2,32	-2,66	-3,06	-3,43	-3,80	-4,07	-4,17	-4,11	-4,08	-4,03	-3,93	-3,84	-2,09	0
19/11/2020 01:05:00	-2,17	-2,25	-2,49	-2,95	-3,41	-3,86	-4,20	-4,36	-4,36	-4,35	-4,31	-4,20	-4,09	-2,15	0
19/11/2020 01:10:00	-2,13	-2,19	-2,51	-2,97	-3,44	-3,83	-4,08	-4,16	-4,11	-4,07	-4,00	-3,88	-3,75	-2,08	0
19/11/2020 01:15:00	-2,07	-2,20	-2,55	-3,04	-3,47	-3,90	-4,19	-4,28	-4,23	-4,19	-4,12	-4,00	-3,87	-2,11	0
19/11/2020 01:20:00	-2,13	-2,18	-2,49	-2,99	-3,42	-3,80	-4,06	-4,13	-4,07	-4,01	-3,94	-3,80	-3,67	-2,10	0
19/11/2020 01:25:00	-2,07	-2,13	-2,38	-2,84	-3,32	-3,80	-4,09	-4,22	-4,21	-4,18	-4,12	-3,98	-3,84	-2,04	0
19/11/2020 01:30:00	-1,99	-2,13	-2,42	-2,86	-3,33	-3,74	-4,00	-4,09	-4,06	-4,03	-3,97	-3,84	-3,70	-2,04	0
19/11/2020 01:35:00	-1,96	-2,06	-2,38	-2,88	-3,34	-3,73	-3,98	-4,05	-3,99	-3,94	-3,87	-3,73	-3,60	-1,96	0
19/11/2020 01:40:00	-1,99	-2,09	-2,39	-2,85	-3,26	-3,65	-3,87	-3,93	-3,88	-3,84	-3,78	-3,66	-3,54	-1,98	0
19/11/2020 01:45:00	-1,99	-2,09	-2,32	-2,70	-3,09	-3,52	-3,89	-4,07	-4,07	-4,07	-4,04	-3,96	-3,88	-1,98	0
19/11/2020 01:50:00	-1,88	-1,96	-2,24	-2,77	-3,22	-3,66	-3,93	-4,02	-3,99	-3,96	-3,90	-3,76	-3,63	-1,92	0
19/11/2020 01:55:00	-1,88	-2,00	-2,34	-2,83	-3,28	-3,67	-3,90	-3,94	-3,88	-3,82	-3,74	-3,60	-3,46	-1,93	0
19/11/2020 02:00:00	-1,88	-1,93	-2,28	-2,70	-3,21	-3,56	-3,75	-3,77	-3,70	-3,65	-3,57	-3,43	-3,30	-1,89	0
19/11/2020 02:05:00	-1,82	-1,96	-2,27	-2,75	-3,13	-3,48	-3,72	-3,76	-3,68	-3,62	-3,55	-3,42	-3,29	-1,87	0
19/11/2020 02:10:00	-1,79	-1,85	-2,25	-2,77	-3,26	-3,61	-3,80	-3,80	-3,69	-3,60	-3,50	-3,33	-3,17	-1,82	0
19/11/2020 02:15:00	-1,80	-1,83	-2,19	-2,69	-3,20	-3,62	-3,88	-3,93	-3,86	-3,79	-3,70	-3,54	-3,37	-1,81	0
19/11/2020 02:20:00	-1,74	-1,82	-2,06	-2,48	-2,95	-3,40	-3,72	-3,87	-3,89	-3,89	-3,86	-3,77	-3,67	-1,73	0
19/11/2020 02:25:00	-1,74	-1,81	-2,08	-2,47	-2,93	-3,30	-3,56	-3,65	-3,61	-3,58	-3,53	-3,41	-3,29	-1,74	0
19/11/2020 02:30:00	-1,75	-1,82	-2,13	-2,62	-3,05	-3,42	-3,64	-3,69	-3,62	-3,58	-3,51	-3,39	-3,26	-1,73	0
19/11/2020 02:35:00	-1,77	-1,77	-2,09	-2,58	-3,07	-3,47	-3,67	-3,72	-3,67	-3,63	-3,56	-3,43	-3,30	-1,70	0
19/11/2020 02:40:00	-1,61	-1,74	-2,10	-2,52	-2,93	-3,28	-3,48	-3,50	-3,42	-3,36	-3,29	-3,17	-3,05	-1,70	0
19/11/2020 02:45:00	-1,68	-1,71	-2,05	-2,57	-3,05	-3,42	-3,59	-3,59	-3,51	-3,45	-3,36	-3,20	-3,05	-1,67	0
19/11/2020 02:50:00	-1,58	-1,71	-2,07	-2,49	-2,93	-3,28	-3,48	-3,52	-3,44	-3,40	-3,33	-3,21	-3,10	-1,63	0
19/11/2020 02:55:00	-1,60	-1,70	-2,10	-2,64	-3,09	-3,44	-3,61	-3,60	-3,48	-3,39	-3,28	-3,11	-2,93	-1,57	0
19/11/2020 03:00:00	-1,54	-1,70	-2,11	-2,61	-3,08	-3,45	-3,65	-3,68	-3,59	-3,53	-3,45	-3,32	-3,18	-1,51	0
19/11/2020 03:05:00	-1,54	-1,65	-2,06	-2,59	-3,07	-3,45	-3,60	-3,58	-3,48	-3,40	-3,30	-3,13	-2,97	-1,57	0
19/11/2020 03:10:00	-1,56	-1,59	-1,98	-2,58	-3,10	-3,48	-3,67	-3,67	-3,57	-3,49	-3,38	-3,21	-3,03	-1,56	0
19/11/2020 03:15:00	-1,50	-1,65	-1,99	-2,44	-2,89	-3,26	-3,46	-3,51	-3,45	-3,40	-3,34	-3,21	-3,08	-1,47	0
19/11/2020 03:20:00	-1,46	-1,62	-2,01	-2,49	-2,94	-3,28	-3,42	-3,39	-3,29	-3,22	-3,13	-2,97	-2,82	-1,46	0
19/11/2020 03:25:00	-1,49	-1,57	-1,96	-2,48	-2,95	-3,31	-3,48	-3,47	-3,37	-3,29	-3,19	-3,03	-2,87	-1,48	0
19/11/2020 03:30:00	-1,40	-1,49	-1,92	-2,44	-2,90	-3,24	-3,43	-3,41	-3,29	-3,20	-3,10	-2,94	-2,79	-1,40	0
19/11/2020 03:35:00	-1,29	-1,50	-1,83	-2,19	-2,52	-2,80	-2,94	-2,94	-2,86	-2,82	-2,77	-2,67	-2,57	-1,26	0
19/11/2020 03:40:00	-1,16	-1,33	-1,60	-1,99	-2,34	-2,64	-2,85	-2,89	-2,82	-2,78	-2,72	-2,62	-2,51	-1,35	0
19/11/2020 03:45:00	-1,31	-1,55	-1,84	-2,22	-2,41	-2,68	-2,85	-2,86	-2,75	-2,70	-2,65	-2,56	-2,47	-1,35	0
19/11/2020 03:50:00	-1,27	-1,45	-1,77	-2,21	-2,60	-2,91	-3,06	-3,06	-2,96	-2,90	-2,82	-2,68	-2,54	-1,30	0
19/11/2020 03:55:00	-1,32	-1,51	-1,85	-2,30	-2,66	-2,96	-3,05	-3,01	-2,91	-2,85	-2,77	-2,63	-2,49	-1,32	0
